rid,eu_name,authorid,match_type,host_id,passed,n_papers,source
103,张经,A5017574831,exact,,False,2869,round4_maxpapers
104,沈保根,A5025202937,exact,,False,619,round4_maxpapers
105,林昌健,A5002765396,exact,,False,320,round4_maxpapers
106,董闯,A5100319435,exact,,False,769,round4_maxpapers
107,侯建国,A5104147210,exact,,False,67,round4_maxpapers
108,姚建年,A5013337744,exact,,False,907,round4_maxpapers
109,许宁生,A5040134560,exact,,False,1407,round4_maxpapers
110,郭其鹏,A5100419611,exact,,False,549,round4_maxpapers
111,唐春安,A5110908796,exact,,False,104,round4_maxpapers
112,孙恒虎,A5101638847,exact,,False,412,round4_maxpapers
113,吴雅,A5108337108,exact,,False,2515,round4_maxpapers
114,翟婉明,A5008935254,exact,,False,387,round4_maxpapers
115,徐力平,A5100342425,exact,,False,2473,round4_maxpapers
116,袁驷,A5100540917,exact,,False,88,round4_maxpapers
117,王光谦,A5101785846,exact,,False,249,round4_maxpapers
118,白净,A5100746164,exact,,False,333,round4_maxpapers
119,陆祖宏,A5100388707,exact,,False,675,round4_maxpapers
120,李建中,A5100402504,exact,,False,1744,round4_maxpapers
121,吕建,A5100341536,exact,,False,1510,round4_maxpapers
122,张晨曦,A5114377242,exact,,False,274,round4_maxpapers
123,郑南宁,A5047405956,exact,,False,1218,round4_maxpapers
124,罗毅,A5057282533,exact,,False,1350,round4_maxpapers
125,黄大鸣,A5038187292,exact,,False,531,round4_maxpapers
126,王恩哥,A5115694903,exact,,False,345,round4_maxpapers
127,辛建国,A5108577067,exact,,False,137,round4_maxpapers
128,席西民,A5090409332,exact,,False,18,round4_maxpapers
129,任佳刚,A5086804669,exact,,False,115,round4_maxpapers
130,郑志勇,A5110127139,exact,,False,1655,round4_maxpapers
131,叶向东,A5107333626,exact,,False,279,round4_maxpapers
132,谈胜利,A5083466095,exact,,False,127,round4_maxpapers
133,王复明,A5065663097,exact,,False,488,round4_maxpapers
134,李灸,A5100402504,exact,,False,1744,round4_maxpapers
135,杨戟,A5070014170,exact,,False,320,round4_maxpapers
136,张泽,A5114375150,exact,,False,2059,round4_maxpapers
137,王炜,A5069763141,exact,,False,3868,round4_maxpapers
138,金晓峰,A5089390321,exact,,False,279,round4_maxpapers
139,黄新明,A5041883439,exact,,False,314,round4_maxpapers
140,常哲,A5054992172,exact,,False,309,round4_maxpapers
141,冯军,A5083654638,exact,,False,391,round4_maxpapers
142,吴岳良,A5108337108,exact,,False,2515,round4_maxpapers
143,林建华,A5110268616,exact,,False,439,round4_maxpapers
144,陈小明,A5100420356,exact,,False,1967,round4_maxpapers
145,刘育,A5100345666,exact,,False,2692,round4_maxpapers
146,黄培强,A5048553281,exact,,False,506,round4_maxpapers
147,李灿,A5100334060,exact,,False,1577,round4_maxpapers
148,田中群,A5100371744,exact,,False,1072,round4_maxpapers
149,孙子罕,A5020544203,exact,,False,159,round4_maxpapers
150,杨玉良,A5100743975,exact,,False,2388,round4_maxpapers
151,瞿金平,A5058047142,exact,,False,293,round4_maxpapers
152,吴奇,A5108337108,exact,,False,2515,round4_maxpapers
153,田禾,A5050844324,exact,,False,1250,round4_maxpapers
154,徐建国,A5005283872,exact,,False,414,round4_maxpapers
155,高坤山,A5049060149,exact,,False,467,round4_maxpapers
156,袁明,A5070196780,exact,,False,322,round4_maxpapers
157,黄大卫,A5039070819,exact,,False,272,round4_maxpapers
158,焦念志,A5024666177,exact,,False,406,round4_maxpapers
159,崔奕波,A5035362295,exact,,False,188,round4_maxpapers
160,沈岩,A5003395657,exact,,False,486,round4_maxpapers
161,潘宪明,A5101468880,exact,,False,385,round4_maxpapers
162,陈江野,A5107886267,exact,,False,588,round4_maxpapers
163,吉永华,A5103188323,exact,,False,155,round4_maxpapers
164,李云庆,A5100391235,exact,,False,1001,round4_maxpapers
165,陈杰,A5100333005,exact,,False,1223,round4_maxpapers
166,宋建国,A5085696968,exact,,False,550,round4_maxpapers
167,贺福初,A5091436402,exact,,False,561,round4_maxpapers
168,裴钢,A5019671286,exact,,False,368,round4_maxpapers
169,吕有勇,A5100752638,exact,,False,509,round4_maxpapers
170,邓秀新,A5066344731,exact,,False,447,round4_maxpapers
171,潘申权,A5077856912,exact,,False,29,round4_maxpapers
172,李德发,A5002509297,exact,,False,1183,round4_maxpapers
173,杨忠岐,A5106498549,exact,,False,1659,round4_maxpapers
174,王宇,A5064352195,exact,,False,1594,round4_maxpapers
175,颜光美,A5100462457,exact,,False,175,round4_maxpapers
176,杨静华,A5060279706,exact,,False,179,round4_maxpapers
177,张学光,A5108046748,exact,,False,1015,round4_maxpapers
178,钟大放,A5105516990,exact,,False,460,round4_maxpapers
179,倪晋仁,A5059873143,exact,,False,365,round4_maxpapers
180,季强,A5076346273,exact,,False,419,round4_maxpapers
181,王成善,A5065484071,exact,,False,1375,round4_maxpapers
182,刘丛强,A5052306453,exact,,False,800,round4_maxpapers
183,高山,A5100681624,exact,,False,963,round4_maxpapers
184,陈晓非,A5100358416,exact,,False,526,round4_maxpapers
185,易帆,A5013676597,exact,,False,314,round4_maxpapers
186,李建成,A5100402504,exact,,False,1744,round4_maxpapers
187,翟世奎,A5108682811,exact,,False,94,round4_maxpapers
188,卢柯,A5049092867,exact,,False,442,round4_maxpapers
189,连建设,A5044777534,exact,,False,321,round4_maxpapers
190,王福会,A5056793018,exact,,False,1139,round4_maxpapers
191,施剑林,A5108427188,exact,,False,1056,round4_maxpapers
192,毛志强,A5064017519,exact,,False,705,round4_maxpapers
193,许家瑞,A5017604391,exact,,False,325,round4_maxpapers
194,李夕兵,A5100391235,exact,,False,1001,round4_maxpapers
195,赵阳升,A5107853636,exact,,False,472,round4_maxpapers
196,郭万林,A5035104993,exact,,False,580,round4_maxpapers
197,胡海岩,A5108071971,exact,,False,535,round4_maxpapers
198,彭晓峰,A5043568664,exact,,False,517,round4_maxpapers
199,李崇坚,A5015488141,exact,,False,218,round4_maxpapers
200,徐世娘,A5021587496,exact,,False,78,round4_maxpapers
201,欧进萍,A5103031892,exact,,False,808,round4_maxpapers
202,任晓敏,A5100656127,exact,,False,864,round4_maxpapers
203,洪伟,A5100370996,exact,,False,1890,round4_maxpapers
204,李星,A5100362303,exact,,False,831,round4_maxpapers
205,马利庄,A5084218062,exact,,False,597,round4_maxpapers
206,朱鸿,A5100757520,exact,,False,1756,round4_maxpapers
207,贾英民,A5100731040,exact,,False,610,round4_maxpapers
208,郭雷,A5100344279,exact,,False,651,round4_maxpapers
209,薛其坤,A5101862667,exact,,False,483,round4_maxpapers
210,资剑,A5023445411,exact,,False,295,round4_maxpapers
211,曹健林,A5108105031,exact,,False,145,round4_maxpapers
212,邹汉法,A5106276897,exact,I180585399,False,485,round4_maxpapers
213,祝之明,A5111746654,exact,I151075929,True,3,round4_semtie
214,朱玉贤,A5025930783,exact,I20231570,False,154,round4_maxpapers
216,周仲荣,A5071586711,exact,I4800084,False,245,round4_maxpapers
217,周玉,A5108167590,exact,I204983213,False,1083,round4_maxpapers
218,周卫建,A5110010275,exact,I4210159790,False,336,round4_maxpapers
219,周其林,A5075038156,exact,I205237279,True,532,round4_semtie
220,钟志华,A5101987780,exact,I16609230,False,196,round4_maxpapers
221,郑晓静,A5072716527,exact,I76214153,False,281,round4_maxpapers
225,赵刚,A5046444692,exact,I4210164580,True,958,round4_semtie
226,章明秋,A5100671757,exact,I157773358,False,900,round4_maxpapers
227,张志东,A5100672475,exact,I4210126304,True,50,round4_semtie
228,张玉卓,A5108166978,exact,,False,1586,round4_maxpapers
229,张毅刚,A5057527760,exact,I4210126061,False,52,round4_maxpapers
230,张希,A5100430842,exact,I194450716,False,910,round4_maxpapers
231,张文栋,A5100739058,exact,I135714990,False,1341,round4_maxpapers
232,张纪峰,A5100784043,exact,I4210120485,False,349,round4_maxpapers
233,张洪杰,A5100449651,exact,I4210092888,True,1683,round4_semtie
234,尤肖虎,A5072916702,exact,I76569877,False,1436,round4_maxpapers
235,雍炯敏,A5101508592,exact,I24943067,False,271,round4_maxpapers
237,叶其壮,A5111803684,exact,I4210112820,True,42,round4_semtie
238,杨群,A5079077730,exact,I4210103797,True,173,round4_semtie
239,许庚,A5101820164,exact,I157773358,False,110,round4_maxpapers
240,徐安龙,A5003738856,exact,I157773358,True,378,round4_semtie
241,邢达,A5091784280,exact,I187400657,False,467,round4_maxpapers
242,夏照帆,A5046548706,exact,I177933477,False,262,round4_maxpapers
243,武向平,A5050877497,exact,I4210164580,False,176,round4_maxpapers
244,吴忠良,A5101412365,exact,,False,2295,round4_maxpapers
245,吴平,A5051982289,exact,I76130692,False,335,round4_maxpapers
246,吴建平,A5001949272,exact,I99065089,True,551,round4_semtie
247,吴长勤,A5100917903,exact,I24943067,False,70,round4_maxpapers
249,魏飞,A5016314802,exact,I99065089,True,374,round4_semtie
250,王永学,A5084584657,exact,I27357992,False,150,round4_maxpapers
251,王诗成,A5100647798,exact,I20231570,True,111,round4_semtie
252,王梅祥,A5080389064,exact,I4210155088,True,902,round4_semtie
253,王利祥,A5100732436,exact,I4210092888,False,785,round4_maxpapers
254,王道文,A5014137444,exact,I4210124606,True,786,round4_semtie
255,王彪,A5100439502,exact,I204983213,False,1926,round4_maxpapers
256,童真,A5020641370,exact,I90610280,False,431,round4_maxpapers
257,唐小我,A5029409118,exact,I150229711,False,214,round4_maxpapers
258,唐承薇,A5073301461,exact,I87780372,True,220,round4_semtie
259,谭仁祥,A5109197757,exact,I881766915,False,276,round4_maxpapers
260,谈和平,A5090805534,exact,I204983213,False,345,round4_maxpapers
261,孙茂,A5059023717,exact,I82880672,False,126,round4_maxpapers
262,孙昌璞,A5101708632,exact,I4210125404,False,232,round4_maxpapers
263,丘小庆,A5112845249,exact,I24185976,False,30,round4_maxpapers
264,乔利杰,A5100393692,exact,I92403157,False,458,round4_maxpapers
265,欧阳颀,A5046687947,exact,I20231570,False,337,round4_maxpapers
266,牛焱,A5103445232,exact,I4210126304,False,38,round4_maxpapers
267,毛希安,A5111704368,exact,I4210099135,False,86,round4_maxpapers
268,马余刚,A5003931166,exact,,True,480,round4_semtie
269,马大为,A5005585096,exact,I4210112946,True,568,round4_semtie
270,吕应堂,A5006630427,exact,I37461747,True,95,round4_semtie
271,吕力,A5100386318,exact,I4210159876,False,374,round4_maxpapers
272,罗泽伟,A5102006860,exact,I24943067,True,79,round4_semtie
273,刘振宇,A5111822524,exact,I4210159903,False,522,round4_maxpapers
274,刘迎龙,A5100687679,exact,I200296433,True,531,round4_semtie
275,刘耀光,A5051375687,exact,I101479585,True,202,round4_semtie
276,刘俊明,A5025127998,exact,I881766915,False,1016,round4_maxpapers
277,刘宝元,A5101534676,exact,I25254941,False,174,round4_maxpapers
278,梁惊涛,A5101429744,exact,I4210140689,False,94,round4_maxpapers
279,李晓红,A5100451525,exact,I158842170,False,663,round4_maxpapers
280,李晓峰,A5100347672,exact,I4210159876,False,702,round4_maxpapers
281,李献华,A5109663516,exact,I3018690959,False,564,round4_maxpapers
282,李宁,A5100369038,exact,I52158045,True,1212,round4_semtie
286,靳常青,A5048733966,exact,I4210159876,True,101,round4_semtie
287,蒋志刚,A5078559315,exact,I4210167311,True,348,round4_semtie
288,蒋华良,A5001392142,exact,I4210112820,True,951,round4_semtie
289,贾朝华,A5101158304,exact,I4210120485,True,51,round4_semtie
290,吉敏,A5089412876,exact,I4210120485,False,168,round4_maxpapers
291,黄季昆,A5028842885,exact,,True,10,round4_semtie
293,胡钧,A5100405533,exact,I4210123885,False,468,round4_maxpapers
294,贺林,A5102798483,exact,I4210106477,True,642,round4_semtie
295,韩忠朝,A5050637827,exact,I200296433,False,478,round4_maxpapers
296,韩东一,A5103695801,exact,I2802939634,False,184,round4_maxpapers
297,韩布兴,A5103738179,exact,I4210155088,True,26,round4_semtie
298,郭正堂,A5077155742,exact,I4210126061,False,404,round4_maxpapers
299,郭亚军,A5103196935,exact,I177933477,True,150,round4_semtie
300,郭烈锦,A5100609247,exact,I87445476,False,763,round4_maxpapers
301,管晓宏,A5075845093,exact,I87445476,False,687,round4_maxpapers
302,顾明,A5112114826,exact,I116953780,False,367,round4_maxpapers
303,龚建平,A5022764544,exact,I47720641,False,733,round4_maxpapers
304,高晓明,A5041545335,exact,I20231570,True,128,round4_semtie
305,高小山,A5044392810,exact,I4210120485,True,43,round4_semtie
306,高抒,A5100761250,exact,I881766915,True,379,round4_semtie
307,高琼,A5101936606,exact,I25254941,True,96,round4_semtie
308,傅伯杰,A5112597858,exact,I4210144289,False,775,round4_maxpapers
309,符松,A5085721305,exact,I99065089,False,398,round4_maxpapers
310,董双林,A5063652194,exact,I59028903,False,241,round4_maxpapers
312,丁汉,A5057513904,exact,I47720641,True,467,round4_semtie
313,褚健,A5001657537,exact,I76130692,False,540,round4_maxpapers
314,池汝安,A5101674439,exact,I99065089,False,156,round4_maxpapers
315,程艺,A5070207133,exact,I126520041,False,348,round4_maxpapers
316,陈骏,A5100450146,exact,I881766915,True,1095,round4_semtie
317,陈接胜,A5053710394,exact,I194450716,True,542,round4_semtie
318,陈鸿,A5089411227,exact,I116953780,False,1557,round4_maxpapers
319,陈国强,A5108139046,exact,I183067930,True,634,round4_semtie
320,昌增益,A5081867201,exact,I99065089,True,129,round4_semtie
321,曹卫星,A5017022122,exact,I119454577,False,827,round4_maxpapers
323,祝宁华,A5111685962,exact,I4210149211,False,306,round4_maxpapers
324,朱熹平,A5109274109,exact,I157773358,True,73,round4_semtie
326,周向宇,A5112055428,exact,I4210120485,False,112,round4_maxpapers
327,周午纵,A5061639340,exact,I4210159876,False,419,round4_maxpapers
328,周青,A5100327165,exact,I66867065,False,350,round4_maxpapers
329,钟毅,A5049412020,exact,I99065089,True,199,round4_semtie
331,赵政国,A5107985937,exact,I4210137180,False,1299,round4_maxpapers
332,张中杰,A5101739366,exact,I4210126061,True,152,round4_semtie
333,张知彬,A5100370021,exact,I4210167311,True,800,round4_semtie
334,张晓坤,A5100701280,exact,I191208505,True,132,round4_semtie
336,张培震,A5083397876,exact,I4391768021,False,291,round4_maxpapers
337,张杰,A5023023644,exact,I4210159876,False,3951,round4_maxpapers
338,詹文龙,A5018259504,exact,I4210131271,True,295,round4_semtie
339,曾益新,A5084861824,exact,I157773358,True,431,round4_semtie
340,曾攀,A5100406365,exact,I99065089,False,261,round4_maxpapers
342,药立波,A5045713224,exact,,True,29,round4_semtie
343,杨增明,A5086614299,exact,I169572211,False,149,round4_maxpapers
344,杨元喜,A5100743975,exact,,False,2388,round4_maxpapers
345,杨学军,A5061870286,exact,I170215575,False,551,round4_maxpapers
346,杨辉,A5111713189,exact,I4210149211,True,129,round4_semtie
348,薛勇彪,A5035259297,exact,I4210124606,True,189,round4_semtie
349,许京军,A5100671656,exact,I205237279,False,941,round4_maxpapers
350,谢毅,A5107829607,exact,I126520041,False,1287,round4_maxpapers
351,肖杰,A5036782152,exact,I99065089,False,312,round4_maxpapers
352,肖丰收,A5043953177,exact,I194450716,False,665,round4_maxpapers
353,席振峰,A5100652045,exact,I20231570,False,691,round4_maxpapers
356,闻海虎,A5100771560,exact,I4210159876,False,513,round4_maxpapers
357,危岩,A5100617168,exact,I20231570,False,585,round4_maxpapers
358,王中林,A5100376569,exact,I4210159876,False,3877,round4_maxpapers
359,王志功,A5009631608,exact,I76569877,False,543,round4_maxpapers
360,王峥涛,A5100601073,exact,I161716053,False,1154,round4_maxpapers
361,王镇,A5100422286,exact,I881766915,False,850,round4_maxpapers
362,王玉鹏,A5100379839,exact,I4210159876,False,240,round4_maxpapers
364,王擎,A5100434915,exact,I5740404,True,1707,round4_semtie
365,王柯敏,A5038335298,exact,I16609230,False,686,round4_maxpapers
366,王健农,A5101505625,exact,I183067930,True,58,round4_semtie
367,王红阳,A5109169187,exact,I177933477,True,13,round4_semtie
369,王斌,A5100372378,exact,I4210152758,False,1089,round4_maxpapers
371,谭铁牛,A5111885963,exact,I4210112150,True,620,round4_semtie
372,孙元章,A5100308358,exact,I99065089,True,210,round4_semtie
373,孙玉山,A5100890974,exact,I4210147510,False,11,round4_maxpapers
375,孙凤艳,A5102768836,exact,I24943067,True,83,round4_semtie
376,宋晓东,A5048756153,exact,,True,293,round4_semtie
377,史晓颖,A5109084507,exact,I3125743391,True,24,round4_semtie
378,史生才,A5110262043,exact,I2802340896,False,232,round4_maxpapers
380,余振苏,A5100734269,exact,I20231570,False,235,round4_maxpapers
385,戚中田,A5103100246,exact,I177933477,True,174,round4_semtie
388,南策文,A5060345214,exact,I99065089,False,554,round4_maxpapers
389,马兰,A5057311061,exact,I24943067,True,370,round4_semtie
390,马军,A5100623884,exact,I204983213,True,66,round4_semtie
391,马红孺,A5087807199,exact,I183067930,False,251,round4_maxpapers
392,吕龙,A5109719005,exact,I4210112946,True,218,round4_semtie
393,罗云波,A5100438253,exact,I52158045,False,363,round4_maxpapers
394,罗向前,A5102425147,exact,I157773358,False,91,round4_maxpapers
396,刘友华,A5100687684,exact,I200296433,False,1915,round4_maxpapers
397,刘维民,A5100367597,exact,I4210089297,False,874,round4_maxpapers
398,刘庆,A5100345153,exact,I99065089,False,3060,round4_maxpapers
399,刘平,A5100442376,exact,I4210098460,True,1001,round4_semtie
401,林东昕,A5100674237,exact,I200296433,False,558,round4_maxpapers
403,李晓原,A5041607266,exact,I157773358,True,560,round4_semtie
404,李熙,A5100421454,exact,I194450716,False,2001,round4_maxpapers
405,李松,A5034367415,exact,,True,6,round4_semtie
406,李杰,A5100402504,exact,I116953780,False,1744,round4_maxpapers
408,金力,A5100364769,exact,I24943067,True,4149,round4_semtie
409,介万奇,A5110373352,exact,I17145004,False,493,round4_maxpapers
410,江义,A5079903496,exact,I180585399,False,79,round4_maxpapers
411,江桂斌,A5113563512,exact,I4210144289,True,1274,round4_semtie
412,黄卫东,A5051947760,exact,I17145004,False,494,round4_maxpapers
416,何满潮,A5036798987,exact,I4399598474,False,336,round4_maxpapers
417,韩克利,A5087197441,exact,I180585399,False,609,round4_maxpapers
418,郭希明,A5033709433,exact,I4210101167,False,197,round4_maxpapers
419,关新元,A5045797751,exact,I157773358,True,1073,round4_semtie
420,宫鹏,A5059264917,exact,,True,836,round4_semtie
422,高德利,A5112589731,exact,,False,327,round4_maxpapers
423,甘良兵,A5053142185,exact,I20231570,True,289,round4_semtie
424,范平志,A5101880047,exact,I4800084,False,700,round4_maxpapers
425,范更华,A5101569538,exact,,False,69,round4_maxpapers
427,董鸣,A5087190875,exact,I4210158097,True,219,round4_semtie
428,丁平兴,A5055082130,exact,I66867065,True,70,round4_semtie
429,丁敏芳,A5080561326,exact,,False,111,round4_maxpapers
430,丁建东,A5027059075,exact,I24943067,False,362,round4_maxpapers
431,戴子高,A5078204583,exact,I881766915,True,604,round4_semtie
432,戴民汉,A5000330733,exact,I191208505,False,422,round4_maxpapers
433,戴宏杰,A5102781933,exact,I99065089,False,547,round4_maxpapers
434,崔宗杰,A5060540390,exact,I25254941,False,73,round4_maxpapers
435,崔承彬,A5045411948,exact,,False,336,round4_maxpapers
436,程京,A5043389264,exact,I99065089,True,489,round4_semtie
437,程和平,A5076736316,exact,I20231570,False,291,round4_maxpapers
438,陈义,A5100419246,exact,I4210155088,False,659,round4_maxpapers
439,陈仙辉,A5057281057,exact,I126520041,False,496,round4_maxpapers
440,陈鸣,A5100423302,exact,I3018690959,False,504,round4_maxpapers
442,陈宝元,A5045492083,exact,I204823248,False,186,round4_maxpapers
443,曹谊林,A5003309427,exact,I183067930,False,426,round4_maxpapers
444,曹雪涛,A5034957547,exact,I177933477,True,768,round4_semtie
445,蔡开元,A5103991023,exact,I82880672,False,368,round4_maxpapers
446,安立佳,A5078865427,exact,I4210092888,True,364,round4_semtie
447,庄鹏飞,A5015842184,exact,I99065089,False,322,round4_maxpapers
448,朱自强,A5085159282,exact,I66867065,False,1572,round4_maxpapers
450,朱敏,A5005245760,exact,I90610280,False,535,round4_maxpapers
451,朱敏,A5042355735,exact,I4210086287,False,273,round4_maxpapers
452,周总光,A5026049732,exact,I24185976,False,469,round4_maxpapers
454,周力平,A5084957381,exact,I20231570,False,418,round4_maxpapers
455,周建平,A5044208165,exact,I170215575,False,207,round4_maxpapers
456,周建军,A5007187205,exact,I99065089,False,164,round4_maxpapers
457,赵东元,A5100623221,exact,I24943067,False,1006,round4_maxpapers
458,张志荣,A5100602197,exact,I24185976,True,615,round4_semtie
459,张学军,A5100336509,exact,I4210088164,False,284,round4_maxpapers
460,张新民,A5115591398,exact,I4210137180,False,808,round4_maxpapers
462,张建国,A5077035984,exact,I4210135723,False,1630,round4_maxpapers
463,张汉勤,A5102976329,exact,I4210120485,False,150,round4_maxpapers
464,曾理江,A5102033869,exact,I99065089,False,161,round4_maxpapers
466,尤建功,A5018342949,exact,I881766915,False,96,round4_maxpapers
468,杨振宇,A5106498549,exact,,False,1659,round4_maxpapers
469,杨勇,A5100402375,exact,I191208505,True,1170,round4_semtie
470,杨肖娥,A5000512450,exact,I76130692,True,406,round4_semtie
471,杨士勇,A5100295097,exact,I4210155088,False,118,round4_maxpapers
472,杨锐,A5063554075,exact,I4210126304,True,594,round4_semtie
473,杨培增,A5000508996,exact,I157773358,False,602,round4_maxpapers
476,严小龙,A5075284938,exact,I101479585,False,138,round4_maxpapers
477,薛松涛,A5083502731,exact,I116953780,False,83,round4_maxpapers
479,徐义刚,A5085843802,exact,I3018690959,True,524,round4_semtie
480,徐强,A5088556682,exact,I881766915,False,593,round4_maxpapers
481,徐宁志,A5101687899,exact,I200296433,False,179,round4_maxpapers
